# longitude latitude
 +18.2500  +40.2667
 +17.7000  +40.6500
 +18.4213  -33.9410
 +16.3303  +39.2252
 +18.1616  -33.3444
 +18.4200  -34.1559
 +14.8833  +37.0833
 +15.1333  +37.6833
 +15.2333  +37.8167
 +15.1382  +37.9020
 +16.4667  +38.4667
 +15.7126  +38.0103
 +14.8083  +40.7744
 +14.3652  +41.1210
 +13.8500  +43.0167
 +14.9667  +41.6833
 +13.3167  +41.7747
 +13.0667  +42.0167
 +13.6500  +43.0667
 +13.2500  +42.7000
 +13.5833  +43.1500
 +12.5167  +42.0167
 +12.8333  +43.3000
 +13.7636  +45.1100
 +12.5000  +45.6833
 +13.0717  +45.8839
 +11.2500  +45.7333
 +12.3588  +46.1208
 +13.0073  +46.1571
 +14.0150  +46.6658
 +16.7640  +46.7803
 +17.2574  +46.7658
 +16.3667  +46.2500
 +19.9500  +48.1500
 +21.6787  +48.4690
 +18.6869  +49.4210
 +20.9500  +49.0500
 +17.4167  +49.2333
 +17.0667  +49.2833
 +17.7870  +49.8970
 +18.2022  +50.0071
 +17.2998  +49.8208
 +15.3853  +50.5119
 +15.0171  +49.9117
 +15.0197  +50.2839
 +14.4833  +49.6500
 +14.0248  +49.5326
 +17.0704  +48.8397
 +15.9000  +48.5667
 +15.7587  +49.4076
 +15.1582  +49.3623
 +14.6833  +50.1167
 +14.8472  +50.1441
 +14.8893  +50.3513
 +14.2478  +50.3617
 +13.8430  +50.6331
 +13.4444  +50.9000
 +13.5333  +51.0000
 +9.7667  +51.5000
 +8.7833  +51.5500
 +10.8500  +52.6833
 +11.1667  +52.3500
 +9.8167  +53.1667
 +10.0667  +53.6000
 +10.9000  +54.2667
 +11.3489  +55.2861
 +12.0340  +55.9444
 +12.5265  +54.9610
 +12.6000  +55.7667
 +9.9684  +55.3693
 +11.9677  +54.5683
 +12.4333  +54.2000
 +13.0833  +54.2500
 +12.7667  +53.6000
 +11.9500  +53.6500
 +11.5000  +53.8333
 +12.6667  +53.7500
 +13.4167  +54.3333
 +13.6000  +54.1167
 +11.9833  +53.7167
 +13.2045  +54.1884
 +12.5167  +53.7833
 +13.2833  +53.6167
 +10.4167  +53.9833
 +10.3333  +54.4333
 +11.5333  +53.6833
 +11.3000  +53.7500
 +7.7333  +51.0667
 +6.7114  +52.5706
 +8.5833  +52.2333
 +7.5833  +52.5167
 +9.7535  +52.0189
 +8.3833  +52.6333
 +6.5613  +52.1980
 +5.5167  +52.1000
 +5.1344  +51.8802
 +5.1167  +51.3500
 +4.5333  +51.0667
 +4.8000  +51.1333
 +4.1817  +51.4171
 +4.5167  +51.2000
 +5.0413  +51.6744
 +4.6250  +52.6188
 +4.6113  +51.6401
 +4.3978  +51.3602
 +4.3833  +51.1667
 +5.6833  +50.5667
 +5.8833  +50.5333
 +6.4167  +50.1667
 +6.5667  +50.4167
 +7.1500  +50.3667
 +8.3986  +49.5186
 +8.2167  +48.9333
 +8.2000  +48.8000
 +10.4667  +47.1000
 +10.7333  +47.0667
 +11.3667  +47.1667
 +11.2500  +46.9167
 +12.8167  +47.3167
 +13.1833  +47.8000
 +13.8714  +46.9258
 +14.6000  +46.6167
 +14.5667  +46.2000
 +14.6167  +46.5333
 +14.5167  +46.4667
 +13.9797  +45.7967
 +13.5017  +45.7933
 +14.5044  +45.7125
 +13.7814  +45.5853
 +14.4559  +45.3907
 +15.2667  +47.1167
 +15.5642  +47.0232
 +14.8500  +46.7667
 +14.9167  +46.9667
 +15.4667  +47.2833
 +14.7333  +47.1500
 +15.1833  +47.2333
 +15.9656  +46.7647
 +15.8833  +46.9667
 +15.9000  +46.7500
 +15.7906  +46.4236
 +15.7333  +46.3833
 +15.9825  +46.9564
 +16.5167  +46.4667
 +15.4467  +46.3878
 +15.2333  +45.4833
 +16.8094  +45.1767
 +16.2000  +44.4667
 +17.6231  +45.2789
 +19.0022  +46.6400
 +20.9500  +48.3000
 +20.2833  +46.7000
 +23.6333  +46.1500
 +21.3167  +46.1500
 +18.4292  +44.2658
 +20.2164  +45.9025
 +20.2667  +46.6500
 +26.2090  +44.9444
 +26.1833  +45.8500
 +28.0785  +46.8611
 +34.3129  +51.1502
 +31.8871  +49.2224
 +47.8711  +56.6369
 +57.9603  +52.5854
 +59.4891  +55.5736
 +42.7003  +56.1947
 +42.8333  +55.9000
 +54.9207  +57.0538
 +45.8712  +55.7226
 +48.9668  +58.0338
 +51.5419  +60.3344
 +60.7653  +58.8726
 +54.0933  +58.9375
 +61.1744  +57.9397
 +62.5000  +57.2333
 +69.3969  +53.2824
 +78.3147  +45.4528
 +85.2000  +51.3167
 +91.3500  +29.6667
 +102.9894  +27.7716
 +110.8632  +26.3441
 +116.3904  +23.4541
 +117.0453  +24.2819
 +115.1504  +23.2332
 +116.2747  +23.6206
 +121.0896  +16.2838
 +121.1410  +13.8055
 +121.8469  +13.3222
 +122.6053  +11.4310
 +122.5922  +10.6558
 +119.6339  -5.2482
 +116.2500  +5.7833
 +115.2230  -8.4203
 +114.2101  -7.7507
 +101.7952  +2.9885
 +102.1000  +3.0167
 +101.7783  +3.1437
 +102.1716  +2.5219
 +102.2220  +2.2408
 +98.9493  +2.8775
 +99.3140  +3.4148
 +106.8141  -6.1616
 +106.9814  -6.3123
 +109.0544  +19.3675
 +109.4700  -7.3594
 +111.8956  -8.2410
 +113.0598  -7.2001
 +111.6050  -6.7049
 +111.0167  -6.4833
 +107.0167  +10.9500
 +105.0627  +13.5943
 +100.3333  +14.9500
 +99.3370  +17.8805
 +109.1695  +21.6682
 +114.1167  +22.2333
 +114.1833  +22.3500
 +113.8825  +22.7874
 +114.5618  +23.4274
 +114.1833  +22.5500
 +113.2500  +23.1167
 +114.4000  +23.0833
 +112.5398  +25.2325
 +115.6703  +28.3383
 +116.9111  +27.2973
 +117.5164  +25.5550
 +120.3150  +23.3053
 +113.2353  +23.2426
 +112.4662  +22.0507
 +113.2025  +23.1024
 +110.1558  +19.6656
 +110.4200  -7.2450
 +111.0197  -7.3700
 +109.5130  -6.8739
 +103.8908  +1.3567
 +103.9561  +1.3411
 +108.0067  -6.8522
 +110.8962  -6.5648
 +112.0493  -6.9021
 +110.4886  -7.0067
 +105.5269  -5.1178
 +101.7073  +6.3981
 +99.4167  +9.1500
 +99.3331  +9.1401
 +100.0779  +7.6179
 +99.6669  +7.3862
 +100.0000  +13.4000
 +100.3814  +5.4634
 +99.1667  +10.5000
 +99.9000  +12.6667
 +101.1658  +12.6989
 +100.9835  +13.3622
 +100.6116  +13.7855
 +100.9333  +13.8833
 +100.2333  +16.9167
 +100.3000  +16.3833
 +100.6833  +14.7333
 +105.4188  +21.3065
 +94.8333  +26.2833
 +100.3333  +24.3167
 +103.0230  +21.3860
 +93.0500  +27.3000
 +89.8500  +25.3000
 +90.1667  +23.9833
 +87.8833  +23.0667
 +87.8487  +24.2243
 +88.6303  +23.7769
 +86.4500  +22.5167
 +83.7239  +26.2744
 +83.9833  +25.5833
 +81.1167  +25.7833
 +81.0402  +26.9200
 +79.2227  +24.6282
 +70.0333  +21.8833
 +73.0667  +25.7000
 +72.3833  +23.9167
 +67.9055  +27.8477
 +50.8867  +35.8474
 +38.9167  +38.5500
 +40.1110  +40.7874
 +45.7556  +43.3021
 +18.7167  +46.0167
 +19.4333  +47.3000
 +17.7333  +48.3167
 +17.9387  +48.3084
 +17.8000  +48.9000
 +15.5167  +48.7500
 +11.7167  +48.8833
 +11.4167  +49.5500
 +12.2833  +49.9333
 +11.4167  +49.2000
 +10.2333  +50.3333
 +5.1480  +48.3574
